time,gyro_roll,inter_time,inter_gyro_roll
,,29.11,75.0872
,,29.12,78.9288
,,29.13,83.5936
,,29.14,88.67
,,29.15,93.7464
,,29.16,98.4112
,,29.17,1.02E+02
,,29.18,1.05E+02
,,29.19,1.06E+02
,,29.2,1.06E+02
,,29.21,1.06E+02
,,29.22,1.06E+02
,,29.23,1.06E+02
,,29.24,1.06E+02
,,29.25,1.06E+02
,,29.26,1.06E+02
,,29.27,1.06E+02
,,29.28,1.23E+02
,,29.29,1.43E+02
,,29.3,1.49E+02
,,29.31,1.53E+02
,,29.32,1.57E+02
,,29.33,1.60E+02
,,29.34,1.63E+02
,,29.35,1.65E+02
,,29.36,1.67E+02
,,29.37,1.70E+02
,,29.38,1.72E+02
,,29.39,1.75E+02
,,29.4,1.78E+02
,,29.41,1.81E+02
,,29.42,1.85E+02
,,29.43,1.89E+02
,,29.44,1.93E+02
,,29.45,1.96E+02
,,29.46,1.99E+02
,,29.47,2.01E+02
,,29.48,2.03E+02
,,29.49,2.03E+02
,,29.5,2.03E+02
,,29.51,2.03E+02
,,29.52,2.03E+02
,,29.53,2.03E+02
,,29.54,2.03E+02
,,29.55,2.00E+02
,,29.56,1.93E+02
,,29.57,1.84E+02
,,29.58,1.75E+02
,,29.59,1.67E+02
,,29.6,1.61E+02
,,29.61,1.55E+02
,,29.62,1.49E+02
,,29.63,1.43E+02
,,29.64,1.38E+02
,,29.65,1.33E+02
,,29.66,1.27E+02
,,29.67,1.22E+02
,,29.68,1.17E+02
,,29.69,1.11E+02
,,29.7,1.05E+02
,,29.71,98.18261716
,,29.72,90.96858064
,,29.73,83.6565443
,,29.74,76.57318082
,,29.75,70.04516287
,,29.76,64.39916313
,,29.77,59.96185429
,,29.78,57.05990902
,,29.79,56.02
,,29.8,56.02
,,29.81,56.02
,,29.82,56.02
,,29.83,56.02
,,29.84,56.02
,,29.85,56.02
,,29.86,56.02
,,29.87,42.30852181
,,29.88,15.87482141
,,29.89,-1.23
,,29.9,-6.046752012
,,29.91,-10.32233898
,,29.92,-14.0648018
,,29.93,-17.28218136
,,29.94,-19.98251854
,,29.95,-22.17385424
,,29.96,-23.86422934
,,29.97,-25.06168475
,,29.98,-25.77426133
,,29.99,-26.01
,,30,-25.9246
,,30.01,-25.6928
,,30.02,-25.3512
,,30.03,-24.9364
,,30.04,-24.485
,,30.05,-24.0336
,,30.06,-23.6188
,,30.07,-23.2772
,,30.08,-23.0454
,,30.09,-22.96
,,30.1,-22.96
,,30.11,-22.96
,,30.12,-22.96
,,30.13,-22.96
,,30.14,-22.96
,,30.15,-22.96
,,30.16,-22.96
,,30.17,-22.96
,,30.18,-22.96
,,30.19,-8.07
,,30.2,-8.07
,,30.21,-8.07
,,30.22,-8.07
,,30.23,-8.07
,,30.24,-8.07
,,30.25,-8.07
,,30.26,-8.07
,,30.27,-8.07
,,30.28,-2.24
,,30.29,3.59
,,30.3,3.53491847
,,30.31,3.381399004
,,30.32,3.147029288
,,30.33,2.849397011
,,30.34,2.506089858
,,30.35,2.134695516
,,30.36,1.752801673
,,30.37,1.377996014
,,30.38,1.027866228
,,30.39,0.72
,,30.4,0.415493772
,,30.41,0.074483986
,,30.42,-0.286881673
,,30.43,-0.652455516
,,30.44,-1.006089858
,,30.45,-1.331637011
,,30.46,-1.612949288
,,30.47,-1.833879004
,,30.48,-1.97827847
,,30.49,-2.03
,,30.5,-2.03
,,30.51,-1.941865569
,,30.52,-1.705665295
,,30.53,-1.363703704
,,30.54,-0.958285322
,,30.55,-0.531714678
,,30.56,-0.126296296
,,30.57,0.215665295
,,30.58,0.451865569
,,30.59,0.54
,,30.6,0.51088
,,30.61,0.43184
,,30.62,0.31536
,,30.63,0.17392
,,30.64,0.02
,,30.65,-0.13392
,,30.66,-0.27536
,,30.67,-0.39184
,,30.68,-0.47088
,,30.69,-0.5
,,30.7,-0.49132
,,30.71,-0.46776
,,30.72,-0.43304
,,30.73,-0.39088
,,30.74,-0.345
,,30.75,-0.29912
,,30.76,-0.25696
,,30.77,-0.22224
,,30.78,-0.19868
,,30.79,-0.19
,,30.8,-0.19
,,30.81,-0.19
,,30.82,-0.19
,,30.83,-0.176705539
,,30.84,-0.142419825
,,30.85,-0.095539359
,,30.86,-0.044460641
,,30.87,0.002419825
,,30.88,0.036705539
,,30.89,0.05
,,30.9,0.04132
,,30.91,0.01776
,,30.92,-0.01696
,,30.93,-0.05912
,,30.94,-0.105
,,30.95,-0.15088
,,30.96,-0.19304
,,30.97,-0.22776
,,30.98,-0.25132
,,30.99,-0.26
,,31,-0.25636
,,31.01,-0.24648
,,31.02,-0.23192
,,31.03,-0.21424
,,31.04,-0.195
,,31.05,-0.17576
,,31.06,-0.15808
,,31.07,-0.14352
,,31.08,-0.13364
,,31.09,-0.13
,,31.1,-0.13
,,31.11,-0.13
,,31.12,-0.13
,,31.13,-0.13
,,31.14,-0.13
,,31.15,-0.13
,,31.16,-0.13
,,31.17,-0.13
,,31.18,-0.13
,,31.19,-0.13
,,31.2,-0.13
,,31.21,-0.13
,,31.22,-0.13
,,31.23,-0.13
,,31.24,-0.13
,,31.25,-0.13
,,31.26,-0.13
,,31.27,-0.13
,,31.28,-0.16
,,31.29,-0.19
,,31.3,-0.18832
,,31.31,-0.18376
,,31.32,-0.17704
,,31.33,-0.16888
,,31.34,-0.16
,,31.35,-0.15112
,,31.36,-0.14296
,,31.37,-0.13624
,,31.38,-0.13168
,,31.39,-0.13
,,31.4,-0.13
,,31.41,-0.13
,,31.42,-0.13
,,31.43,-0.13
,,31.44,-0.13
,,31.45,-0.13
,,31.46,-0.13
,,31.47,-0.145555556
,,31.48,-0.174444444
,,31.49,-0.19
,,31.5,-0.19
,,31.51,-0.19
,,31.52,-0.19
,,31.53,-0.19
,,31.54,-0.19
,,31.55,-0.19
,,31.56,-0.19
,,31.57,-0.19
,,31.58,-0.19
,,31.59,-0.19
,,31.6,-0.18496
,,31.61,-0.17128
,,31.62,-0.15112
,,31.63,-0.12664
,,31.64,-0.1
,,31.65,-0.07336
,,31.66,-0.04888
,,31.67,-0.02872
,,31.68,-0.01504
,,31.69,-0.01
,,31.7,-0.01
,,31.71,-0.01
,,31.72,-0.01
,,31.73,-0.01
,,31.74,-0.01
,,31.75,-0.01
,,31.76,-0.01
,,31.77,-0.01
,,31.78,-0.01
,,31.79,0.17
,,31.8,0.166256
,,31.81,0.155888
,,31.82,0.140192
,,31.83,0.120464
,,31.84,0.098
,,31.85,0.074096
,,31.86,0.050048
,,31.87,0.027152
,,31.88,0.006704
,,31.89,-0.01
,,31.9,-0.025024
,,31.91,-0.040912
,,31.92,-0.057088
,,31.93,-0.072976
,,31.94,-0.088
,,31.95,-0.101584
,,31.96,-0.113152
,,31.97,-0.122128
,,31.98,-0.127936
,,31.99,-0.13
,,32,-0.12328
,,32.01,-0.10504
,,32.02,-0.07816
,,32.03,-0.04552
,,32.04,-0.01
,,32.05,0.02552
,,32.06,0.05816
,,32.07,0.08504
,,32.08,0.10328
,,32.09,0.11
,,32.1,0.11
,,32.11,0.107942387
,,32.12,0.102427984
,,32.13,0.094444444
,,32.14,0.084979424
,,32.15,0.075020576
,,32.16,0.065555556
,,32.17,0.057572016
,,32.18,0.052057613
,,32.19,0.05
,,32.2,0.05
,,32.21,0.05
,,32.22,0.05
,,32.23,0.05
,,32.24,0.05
,,32.25,0.05
,,32.26,0.05
,,32.27,0.05
,,32.28,-0.004130435
,,32.29,-0.07
,,32.3,-0.092377391
,,32.31,-0.112532174
,,32.32,-0.130433043
,,32.33,-0.146048696
,,32.34,-0.159347826
,,32.35,-0.17029913
,,32.36,-0.178871304
,,32.37,-0.185033043
,,32.38,-0.188753043
,,32.39,-0.19
,,32.4,-0.19
,,32.41,-0.19
,,32.42,-0.19
,,32.43,-0.18335277
,,32.44,-0.166209913
,,32.45,-0.142769679
,,32.46,-0.117230321
,,32.47,-0.093790087
,,32.48,-0.07664723
,,32.49,-0.07
,,32.5,-0.07
,,32.51,-0.07
,,32.52,-0.07
,,32.53,-0.07
,,32.54,-0.07
,,32.55,-0.07
,,32.56,-0.07
,,32.57,-0.07
,,32.58,-0.07
,,32.59,-0.07
,,32.6,-0.06496
,,32.61,-0.05128
,,32.62,-0.03112
,,32.63,-0.00664
,,32.64,0.02
,,32.65,0.04664
,,32.66,0.07112
,,32.67,0.09128
,,32.68,0.10496
,,32.69,0.11
,,32.7,0.11
,,32.71,0.11
,,32.72,0.11
,,32.73,0.11
,,32.74,0.11
,,32.75,0.08504
,,32.76,0.02552
,,32.77,-0.04552
,,32.78,-0.10504
,,32.79,-0.13
,,32.8,-0.13
,,32.81,-0.13
,,32.82,-0.13
,,32.83,-0.13
,,32.84,-0.13
,,32.85,-0.13
,,32.86,-0.13
,,32.87,-0.13
,,32.88,-0.13
,,32.89,-0.13
,,32.9,-0.12832
,,32.91,-0.12376
,,32.92,-0.11704
,,32.93,-0.10888
,,32.94,-0.1
,,32.95,-0.09112
,,32.96,-0.08296
,,32.97,-0.07624
,,32.98,-0.07168
,,32.99,-0.07
,,33,-0.07
,,33.01,-0.07
,,33.02,-0.07
,,33.03,-0.07
,,33.04,-0.07
,,33.05,-0.07
,,33.06,-0.07
,,33.07,-0.054444444
,,33.08,-0.025555556
,,33.09,-0.01
,,33.1,-0.01168
,,33.11,-0.01624
,,33.12,-0.02296
,,33.13,-0.03112
,,33.14,-0.04
,,33.15,-0.04888
,,33.16,-0.05704
,,33.17,-0.06376
,,33.18,-0.06832
,,33.19,-0.07
,,33.2,-0.07
,,33.21,-0.07
,,33.22,-0.07
,,33.23,-0.07
,,33.24,-0.07
,,33.25,-0.07
,,33.26,-0.07
,,33.27,-0.07
,,33.28,-0.07
,,33.29,-0.07
,,33.3,-0.07
,,33.31,-0.07
,,33.32,-0.07
,,33.33,-0.07
,,33.34,-0.07
,,33.35,-0.07
,,33.36,-0.07
,,33.37,-0.07
,,33.38,-0.07
,,33.39,-0.07
,,33.4,-0.07
,,33.41,-0.07
,,33.42,-0.07
,,33.43,-0.07
,,33.44,-0.07
,,33.45,-0.07
,,33.46,-0.07
,,33.47,-0.07
,,33.48,-0.07
,,33.49,-0.07
,,33.5,-0.07
,,33.51,-0.07
,,33.52,-0.07
,,33.53,-0.07
,,33.54,-0.07
,,33.55,-0.07
,,33.56,-0.07
,,33.57,-0.07
,,33.58,-0.07
,,33.59,-0.07
,,33.6,-0.06664
,,33.61,-0.05752
,,33.62,-0.04408
,,33.63,-0.02776
,,33.64,-0.01
,,33.65,0.00776
,,33.66,0.02408
,,33.67,0.03752
,,33.68,0.04664
,,33.69,0.05
,,33.7,0.05
,,33.71,0.04382716
,,33.72,0.027283951
,,33.73,0.003333333
,,33.74,-0.025061728
,,33.75,-0.054938272
,,33.76,-0.083333333
,,33.77,-0.107283951
,,33.78,-0.12382716
,,33.79,-0.13
,,33.8,-0.12496
,,33.81,-0.11128
,,33.82,-0.09112
,,33.83,-0.06664
,,33.84,-0.04
,,33.85,-0.01336
,,33.86,0.01112
,,33.87,0.03128
,,33.88,0.04496
,,33.89,0.05
,,33.9,0.05
,,33.91,0.05
,,33.92,0.05
,,33.93,0.05
,,33.94,0.05
,,33.95,0.05
,,33.96,0.05
,,33.97,0.05
,,33.98,0.05
,,33.99,0.05
,,34,0.05
,,34.01,0.05
,,34.02,0.05
,,34.03,0.047549797
,,34.04,0.041016331
,,34.05,0.031625313
,,34.06,0.020602459
,,34.07,0.00917348
,,34.08,-0.001435911
,,34.09,-0.01
,,34.1,-0.017457622
,,34.11,-0.02537007
,,34.12,-0.033445315
,,34.13,-0.041391329
,,34.14,-0.048916084
,,34.15,-0.055727552
,,34.16,-0.061533706
,,34.17,-0.066042517
,,34.18,-0.068961958
,,34.19,-0.07
,,34.2,-0.07
,,34.21,-0.07
,,34.22,-0.07
,,34.23,-0.07
,,34.24,-0.07
,,34.25,-0.07
,,34.26,-0.07
,,34.27,-0.07
,,34.28,-0.04
,,34.29,-0.01
,,34.3,-0.01
,,34.31,-0.01
,,34.32,-0.01
,,34.33,-0.01
,,34.34,-0.01
,,34.35,-0.01
,,34.36,-0.01
,,34.37,-0.01
,,34.38,-0.01
,,34.39,-0.01
,,34.4,-0.01168
,,34.41,-0.01624
,,34.42,-0.02296
,,34.43,-0.03112
,,34.44,-0.04
,,34.45,-0.04888
,,34.46,-0.05704
,,34.47,-0.06376
,,34.48,-0.06832
,,34.49,-0.07
,,34.5,-0.06496
,,34.51,-0.05128
,,34.52,-0.03112
,,34.53,-0.00664
,,34.54,0.02
,,34.55,0.04664
,,34.56,0.07112
,,34.57,0.09128
,,34.58,0.10496
,,34.59,0.11
,,34.6,0.11
,,34.61,0.11
,,34.62,0.11
,,34.63,0.11
,,34.64,0.11
,,34.65,0.11
,,34.66,0.11
,,34.67,0.086831732
,,34.68,0.036996797
,,34.69,-0.01
,,34.7,-0.047631663
,,34.71,-0.087990776
,,34.72,-0.129501907
,,34.73,-0.170589623
,,34.74,-0.209678492
,,34.75,-0.245193082
,,34.76,-0.27555796
,,34.77,-0.299197694
,,34.78,-0.314536851
,,34.79,-0.32
,,34.8,-0.313
,,34.81,-0.294
,,34.82,-0.266
,,34.83,-0.232
,,34.84,-0.195
,,34.85,-0.158
,,34.86,-0.124
,,34.87,-0.096
,,34.88,-0.077
,,34.89,-0.07
,,34.9,-0.07
,,34.91,-0.07
,,34.92,-0.07
,,34.93,-0.07
,,34.94,-0.07
,,34.95,-0.07
,,34.96,-0.07
,,34.97,-0.07
,,34.98,-0.07
,,34.99,0.11
,,35,0.10886
,,35.01,0.10568
,,35.02,0.10082
,,35.03,0.09464
,,35.04,0.0875
,,35.05,0.07976
,,35.06,0.07178
,,35.07,0.06392
,,35.08,0.05654
,,35.09,0.05
,,35.1,0.04346
,,35.11,0.03608
,,35.12,0.02822
,,35.13,0.02024
,,35.14,0.0125
,,35.15,0.00536
,,35.16,-8.20E-04
,,35.17,-0.00568
,,35.18,-0.00886
,,35.19,-0.01
,,35.2,-0.01
,,35.21,-0.01
,,35.22,-0.01
,,35.23,-0.01
,,35.24,-0.01
,,35.25,-0.01
,,35.26,-0.01
,,35.27,-0.01
,,35.28,-0.07
,,35.29,-0.13
,,35.3,-0.13
,,35.31,-0.132057613
,,35.32,-0.137572016
,,35.33,-0.145555556
,,35.34,-0.155020576
,,35.35,-0.164979424
,,35.36,-0.174444444
,,35.37,-0.182427984
,,35.38,-0.187942387
,,35.39,-0.19
,,35.4,-0.18886
,,35.41,-0.18568
,,35.42,-0.18082
,,35.43,-0.17464
,,35.44,-0.1675
,,35.45,-0.15976
,,35.46,-0.15178
,,35.47,-0.14392
,,35.48,-0.13654
,,35.49,-0.13
,,35.5,-0.12346
,,35.51,-0.11608
,,35.52,-0.10822
,,35.53,-0.10024
,,35.54,-0.0925
,,35.55,-0.08536
,,35.56,-0.07918
,,35.57,-0.07432
,,35.58,-0.07114
,,35.59,-0.07
,,35.6,-0.07
,,35.61,-0.07
,,35.62,-0.07
,,35.63,-0.07
,,35.64,-0.07
,,35.65,-0.07
,,35.66,-0.07
,,35.67,-0.07
,,35.68,-0.07
,,35.69,-0.07
,,35.7,-0.06832
,,35.71,-0.06376
,,35.72,-0.05704
,,35.73,-0.04888
,,35.74,-0.04
,,35.75,-0.03112
,,35.76,-0.02296
,,35.77,-0.01624
,,35.78,-0.01168
,,35.79,-0.01
,,35.8,-0.01
,,35.81,-0.01
,,35.82,-0.01
,,35.83,-0.01
,,35.84,-0.01
,,35.85,-0.01
,,35.86,-0.01
,,35.87,-0.01
,,35.88,-0.01
,,35.89,-0.01
,,35.9,-0.01
,,35.91,-0.01
,,35.92,-0.01
,,35.93,-0.01
,,35.94,-0.01
,,35.95,0.00872
,,35.96,0.05336
,,35.97,0.10664
,,35.98,0.15128
,,35.99,0.17
,,36,0.16496
,,36.01,0.15128
,,36.02,0.13112
,,36.03,0.10664
,,36.04,0.08
,,36.05,0.05336
,,36.06,0.02888
,,36.07,0.00872
,,36.08,-0.00496
,,36.09,-0.01
,,36.1,-0.01
,,36.11,-0.01
,,36.12,-0.01
,,36.13,-0.01
,,36.14,-0.01
,,36.15,-0.01
,,36.16,-0.01
,,36.17,-0.01
,,36.18,-0.01
,,36.19,-0.01
,,36.2,-0.01
,,36.21,-0.01
,,36.22,-0.01
,,36.23,-0.01
,,36.24,-0.01
,,36.25,-0.01
,,36.26,-0.01
,,36.27,-0.01
,,36.28,-0.04
,,36.29,-0.07
,,36.3,-0.06496
,,36.31,-0.05128
,,36.32,-0.03112
,,36.33,-0.00664
,,36.34,0.02
,,36.35,0.04664
,,36.36,0.07112
,,36.37,0.09128
,,36.38,0.10496
,,36.39,0.11
,,36.4,0.1016
,,36.41,0.0788
,,36.42,0.0452
,,36.43,0.0044
,,36.44,-0.04
,,36.45,-0.0844
,,36.46,-0.1252
,,36.47,-0.1588
,,36.48,-0.1816
,,36.49,-0.19
,,36.5,-0.19
,,36.51,-0.19
,,36.52,-0.19
,,36.53,-0.19
,,36.54,-0.19
,,36.55,-0.19
,,36.56,-0.19
,,36.57,-0.19
,,36.58,-0.19
,,36.59,-0.07
,,36.6,-0.056030345
,,36.61,-0.04433931
,,36.62,-0.034736552
,,36.63,-0.027031724
,,36.64,-0.021034483
,,36.65,-0.016554483
,,36.66,-0.013401379
,,36.67,-0.011384828
,,36.68,-0.010314483
,,36.69,-0.01
,,36.7,-0.01336
,,36.71,-0.02248
,,36.72,-0.03592
,,36.73,-0.05224
,,36.74,-0.07
,,36.75,-0.08776
,,36.76,-0.10408
,,36.77,-0.11752
,,36.78,-0.12664
,,36.79,-0.13
,,36.8,-0.12496
,,36.81,-0.11128
,,36.82,-0.09112
,,36.83,-0.06664
,,36.84,-0.04
,,36.85,-0.01336
,,36.86,0.01112
,,36.87,0.03128
,,36.88,0.04496
,,36.89,0.05
,,36.9,0.05
,,36.91,0.05
,,36.92,0.05
,,36.93,0.05
,,36.94,0.05
,,36.95,0.05
,,36.96,0.05
,,36.97,0.05
,,36.98,0.05
,,36.99,0.05
,,37,0.04496
,,37.01,0.03128
,,37.02,0.01112
,,37.03,-0.01336
,,37.04,-0.04
,,37.05,-0.06664
,,37.06,-0.09112
,,37.07,-0.11128
,,37.08,-0.12496
,,37.09,-0.13
,,37.1,-0.12664
,,37.11,-0.11752
,,37.12,-0.10408
,,37.13,-0.08776
,,37.14,-0.07
,,37.15,-0.05224
,,37.16,-0.03592
,,37.17,-0.02248
,,37.18,-0.01336
,,37.19,-0.01
,,37.2,-0.01
,,37.21,-0.01
,,37.22,-0.01
,,37.23,-0.01
,,37.24,-0.01
,,37.25,-0.01
,,37.26,-0.01
,,37.27,-0.01
,,37.28,0.017065217
,,37.29,0.05
,,37.3,0.061188696
,,37.31,0.071266087
,,37.32,0.080216522
,,37.33,0.088024348
,,37.34,0.094673913
,,37.35,0.100149565
,,37.36,0.104435652
,,37.37,0.107516522
,,37.38,0.109376522
,,37.39,0.11
,,37.4,0.10496
,,37.41,0.09128
,,37.42,0.07112
,,37.43,0.04664
,,37.44,0.02
,,37.45,-0.00664
,,37.46,-0.03112
,,37.47,-0.05128
,,37.48,-0.06496
,,37.49,-0.07
,,37.5,-0.07
,,37.51,-0.07
,,37.52,-0.07
,,37.53,-0.07
,,37.54,-0.07
,,37.55,-0.06568
,,37.56,-0.05464
,,37.57,-0.03976
,,37.58,-0.02392
,,37.59,-0.01
,,37.6,0.00308
,,37.61,0.01784
,,37.62,0.03356
,,37.63,0.04952
,,37.64,0.065
,,37.65,0.07928
,,37.66,0.09164
,,37.67,0.10136
,,37.68,0.10772
,,37.69,0.11
,,37.7,0.10832
,,37.71,0.10376
,,37.72,0.09704
,,37.73,0.08888
,,37.74,0.08
,,37.75,0.07112
,,37.76,0.06296
,,37.77,0.05624
,,37.78,0.05168
,,37.79,0.05
,,37.8,0.05
,,37.81,0.05
,,37.82,0.05
,,37.83,0.05
,,37.84,0.05
,,37.85,0.05
,,37.86,0.05
,,37.87,0.081111111
,,37.88,0.138888889
,,37.89,0.17
,,37.9,0.16496
,,37.91,0.15128
,,37.92,0.13112
,,37.93,0.10664
,,37.94,0.08
,,37.95,0.05336
,,37.96,0.02888
,,37.97,0.00872
,,37.98,-0.00496
,,37.99,-0.01
,,38,-0.00832
,,38.01,-0.00376
,,38.02,0.00296
,,38.03,0.01112
,,38.04,0.02
,,38.05,0.02888
,,38.06,0.03704
,,38.07,0.04376
,,38.08,0.04832
,,38.09,0.05
,,38.1,0.05
,,38.11,0.05
,,38.12,0.05
,,38.13,0.05
,,38.14,0.05
,,38.15,0.05
,,38.16,0.05
,,38.17,0.05
,,38.18,0.05
,,38.19,-0.13
,,38.2,-0.13
,,38.21,-0.13
,,38.22,-0.13
,,38.23,-0.13
,,38.24,-0.13
,,38.25,-0.13
,,38.26,-0.13
,,38.27,-0.13
,,38.28,-0.07
,,38.29,-0.01
,,38.3,-0.01336
,,38.31,-0.02248
,,38.32,-0.03592
,,38.33,-0.05224
,,38.34,-0.07
,,38.35,-0.08776
,,38.36,-0.10408
,,38.37,-0.11752
,,38.38,-0.12664
,,38.39,-0.13
,,38.4,-0.12496
,,38.41,-0.11128
,,38.42,-0.09112
,,38.43,-0.06664
,,38.44,-0.04
,,38.45,-0.01336
,,38.46,0.01112
,,38.47,0.03128
,,38.48,0.04496
,,38.49,0.05
,,38.5,0.05
,,38.51,0.045884774
,,38.52,0.034855967
,,38.53,0.018888889
,,38.54,-4.12E-05
,,38.55,-0.019958848
,,38.56,-0.038888889
,,38.57,-0.054855967
,,38.58,-0.065884774
,,38.59,-0.07
,,38.6,-0.07
,,38.61,-0.07
,,38.62,-0.07
,,38.63,-0.07
,,38.64,-0.07
,,38.65,-0.07
,,38.66,-0.07
,,38.67,-0.07
,,38.68,-0.07
,,38.69,-0.07
,,38.7,-0.07
,,38.71,-0.07
,,38.72,-0.07
,,38.73,-0.07
,,38.74,-0.07
,,38.75,-0.07
,,38.76,-0.07
,,38.77,-0.07
,,38.78,-0.07
,,38.79,-0.07
,,38.8,-0.07
,,38.81,-0.07
,,38.82,-0.07
,,38.83,-0.07
,,38.84,-0.07
,,38.85,-0.07
,,38.86,-0.07
,,38.87,-0.07
,,38.88,-0.07
,,38.89,-0.07
,,38.9,-0.06832
,,38.91,-0.06376
,,38.92,-0.05704
,,38.93,-0.04888
,,38.94,-0.04
,,38.95,-0.03112
,,38.96,-0.02296
,,38.97,-0.01624
,,38.98,-0.01168
,,38.99,-0.01
,,39,-0.017
,,39.01,-0.036
,,39.02,-0.064
,,39.03,-0.098
,,39.04,-0.135
,,39.05,-0.172
,,39.06,-0.206
,,39.07,-0.234
,,39.08,-0.253
,,39.09,-0.26
,,39.1,-0.26
,,39.11,-0.26
,,39.12,-0.26
,,39.13,-0.26
,,39.14,-0.26
,,39.15,-0.24648
,,39.16,-0.21424
,,39.17,-0.17576
,,39.18,-0.14352
,,39.19,-0.13
,,39.2,-0.13
,,39.21,-0.13
,,39.22,-0.13
,,39.23,-0.13
,,39.24,-0.13
,,39.25,-0.13
,,39.26,-0.13
,,39.27,-0.13
,,39.28,-0.04
,,39.29,0.05
,,39.3,0.04832
,,39.31,0.04376
,,39.32,0.03704
,,39.33,0.02888
,,39.34,0.02
,,39.35,0.01112
,,39.36,0.00296
,,39.37,-0.00376
,,39.38,-0.00832
,,39.39,-0.01
,,39.4,-0.01
,,39.41,-0.01
,,39.42,-0.01
,,39.43,-0.01
,,39.44,-0.01
,,39.45,-0.01
,,39.46,-0.01
,,39.47,0.005555556
,,39.48,0.034444444
,,39.49,0.05
,,39.5,0.05
,,39.51,0.05
,,39.52,0.05
,,39.53,0.05
,,39.54,0.05
,,39.55,0.05
,,39.56,0.05
,,39.57,0.05
,,39.58,0.05
,,39.59,0.05
,,39.6,0.04496
,,39.61,0.03128
,,39.62,0.01112
,,39.63,-0.01336
,,39.64,-0.04
,,39.65,-0.06664
,,39.66,-0.09112
,,39.67,-0.11128
,,39.68,-0.12496
,,39.69,-0.13
,,39.7,-0.13
,,39.71,-0.13
,,39.72,-0.13
,,39.73,-0.13
,,39.74,-0.13
,,39.75,-0.13
,,39.76,-0.13
,,39.77,-0.13
,,39.78,-0.13
,,39.79,-0.01
,,39.8,0.003969655
,,39.81,0.01566069
,,39.82,0.025263448
,,39.83,0.032968276
,,39.84,0.038965517
,,39.85,0.043445517
,,39.86,0.046598621
,,39.87,0.048615172
,,39.88,0.049685517
,,39.89,0.05
,,39.9,0.05
,,39.91,0.05
,,39.92,0.05
,,39.93,0.05
